Title,Link,authors,year,abstract_text,source_url,title
Simultaneous exposure of cultured human lymphoblastic cells to simulated microgravity and radiation increases chromosome aberrations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555395/,"Sakuya Yamanouchi, Jordan Rhone, Jian-Hua Mao, Keigi Fujiwara, Premkumar B Saganti, Akihisa Takahashi, Megumi Hada",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555395/,Simultaneous Exposure of Cultured Human Lymphoblastic Cells to Simulated Microgravity and Radiation Increases Chromosome Aberrations
Genes required for survival in microgravity revealed by genome-wide yeast deletion collections cultured during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309212/,"Corey Nislow, Anna Y Lee, Patricia L Allen, Guri Giaever, Andrew Smith, Marinella Gebbia, Louis S Stodieck, Jeffrey S Hammond, Holly H Birdsall, Timothy G Hammond",2015,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309212/,Genes Required for Survival in Microgravity Revealed by Genome-Wide Yeast Deletion Collections Cultured during Spaceflight
Physical Forces Modulate Oxidative Status and Stress Defense Meditated Metabolic Adaptation of Yeast Colonies: Spaceflight and Microgravity Simulations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6560652/,"Timothy G Hammond, Patricia L Allen, Margaret A Gunter, Jennifer Chiang, Guri Giaever, Corey Nislow, Holly H Birdsall",2017,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6560652/,Physical Forces Modulate Oxidative Status and Stress Defense Meditated Metabolic Adaptation of Yeast Colonies: Spaceflight and Microgravity Simulations
Effects of space flight on mouse liver versus kidney: Gene pathway analyses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6321533/,"Timothy G Hammond, Patricia L Allen, Holly H Birdsall",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6321533/,Effects of Space Flight on Mouse Liver versus Kidney: Gene Pathway Analyses
Yeast in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12040010/,"Genzhu Wang, Hang Liu, Xiaoying Wang, Zhongdong Li",2025,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12040010/,Cryptococcus albidus meningitis: A case report and literature review
Endocrine Effects of Space Flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11833055/,"Li Zhou, Chenchen Song, Hu Yang, Lianlian Zhao, Xianglei Li, Xiuping Sun, Kai Gao, Jianguo Guo",2025,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11833055/,Behavioral and multiomics analysis of 3D clinostat simulated microgravity effect in mice focusing on the central nervous system
Role of shear stress on renal proximal tubular cells for nephrotoxicity assays,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9146534/,"Kipyo Kim, Beomgyun Jeong, Yun-Mi Lee, Hyung-Eun Son, Ji-Young Ryu, Seokwoo Park, Jong Cheol Jeong, Ho Jun Chin, Sejoong Kim",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9146534/,Three-Dimensional Kidney-on-a-Chip Assessment of Contrast-Induced Kidney Injury: Osmolality and Viscosity
Bone hemodynamic responses to changes in external pressure.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11492218/,"Wenying Shu, Tingting Jin, Jinya Shi, Jingjie Li, Zhaoyan Wang",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11492218/,"The Effect of Different Concentrations of Epinephrine in Otoendoscopic Surgery on Surgical Field Clarity: A Double-Blind, Randomized Study"
Back pain in space and post-flight spine injury: Mechanisms and countermeasure development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6339989/,"Jeannie F Bailey, Stephanie L Miller, Kristine Khieu, Conor W O’Neill, Robert M Healey, Dezba G Coughlin, Jojo V Sayson, Douglas G Chang, Alan R Hargens, Jeffrey C Lotz",2017,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6339989/,From the international space station to the clinic: how prolonged unloading may disrupt lumbar spine stability
Fifteen days of microgravity causes growth in calvaria of mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4110898/,"Bing Zhang, Esther Cory, Roshmi Bhattacharya, Robert Sah, Alan R Hargens",2013,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4110898/,Fifteen Days Microgravity Causes Growth in Calvaria of Mice
Altered disc compression in children with idiopathic low back pain: an upright magnetic resonance imaging backpack study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3947616/,"Stephen J Shymon, Burt Yaszay, Jerry R Dwek, James A Proudfoot, Michael Donohue, Alan R Hargens",2014,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3947616/,Altered Disc Compression in Children with Idiopathic Low Back Pain: An Upright MRI Backpack Study
Spaceflight-induced bone loss alters failure mode and reduces bending strength in murine spinal segments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5477841/,"Britta Berg-Johansen, Ellen C Liebenberg, Alfred Li, Brandon R Macias, Alan R Hargens, Jeffrey C Lotz",2015,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5477841/,Spaceflight-Induced Bone Loss Alters Failure Mode and Reduces Bending Strength in Murine Spinal Segments
Spaceflight-associated vascular remodeling and gene expression in mouse calvaria.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9139491/,"Jamila H Siamwala, Brandon R Macias, Robert Healey, Brett Bennett, Alan R Hargens",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9139491/,Spaceflight-Associated Vascular Remodeling and Gene Expression in Mouse Calvaria
"Exposure of Mycobacterium marinum to low-shear modeled microgravity: Effect on growth, the transcriptome and survival under stress.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515531/,"Camille F Abshire, Kanchanjunga Prasai, Israel Soto, Runhua Shi, Monica Concha, Melody Baddoo, Erik K Flemington, Don G Ennis, Rona S Scott, Lynn Harrison",2016,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515531/,"Exposure of Mycobacterium marinum to low-shear modeled microgravity: effect on growth, the transcriptome and survival under stress"
Effects of mechanostimulation on gravitropism and signal persistence in flax roots.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258067/,"Susan P John, Karl H Hasenstein",2011,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258067/,Effects of mechanostimulation on gravitropism and signal persistence in flax roots
Oxygen dependency of germinating Brassica seeds.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10025027/,"Tripti Gour, Anukriti Sharma, Ratan Lal, Monika Heikrujam, Anshul Gupta, Lokesh Kumar Agarwal, Siva PK Chetri, Rajesh Kumar, Kuldeep Sharma",2023,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10025027/,Amelioration of the physio-biochemical responses to salinity stress and computing the primary germination index components in cauliflower on seed priming
"Desiccation mitigates heat stress in the resurrection fern, Pleopeltis polypodioides",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733933/,"Susan P John, Karl H Hasenstein",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733933/,"Desiccation Mitigates Heat Stress in the Resurrection Fern, Pleopeltis polypodioides"
Transcription profile of auxin related genes during positively gravitropic hypocotyl curvature of Brassica rapa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9105288/,"Chitra Ajala, Karl H Hasenstein",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9105288/,Transcription Profile of Auxin Related Genes during Positively Gravitropic Hypocotyl Curvature of Brassica rapa
High-gradient magnetic fields and starch metabolism: Results from a space experiment.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9617909/,"K H Hasenstein, M R Park, S P John, C Ajala",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9617909/,High-gradient magnetic fields and starch metabolism: results from a space experiment
Lipid rafts and plant gravisensitivity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695138/,"Elizabeth L Kordyum, Olga A Artemenko, Karl H Hasenstein",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695138/,Lipid Rafts and Plant Gravisensitivity
Expression and characterization of the bacterial mechanosensitive channel MscS in Xenopus laevis oocytes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3503204/,"Grigory Maksaev, Elizabeth S Haswell",2012,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3503204/,MscS-Like10 is a stretch-activated ion channel from Arabidopsis thaliana with a preference for anions
United in Diversity: Mechanosensitive Ion Channels in Plants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5896955/,"Rose Z Hill, Benjamin U Hoffman, Takeshi Morita, Stephanie M Campos, Ellen A Lumpkin, Rachel B Brem, Diana M Bautista",2018,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5896955/,The signaling lipid sphingosine 1-phosphate regulates mechanical pain
Expressing and Characterizing Mechanosensitive Channels in Xenopus Oocytes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4469364/,"Grigory Maksaev, Elizabeth S Haswell",2015,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4469364/,Expressing and Characterizing Mechanosensitive Channels in Xenopus Oocytes
The ongoing search for the molecular basis of plant osmosensing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4411250/,"Elizabeth S Haswell, Paul E Verslues",2015,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4411250/,The ongoing search for the molecular basis of plant osmosensing
Plastid osmotic stress influences cell differentiation at the plant shoot apex.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5047659/,"Margaret E Wilson, Matthew Mixdorf, R Howard Berg, Elizabeth S Haswell",2016,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5047659/,Plastid osmotic stress influences cell differentiation at the plant shoot apex
Spaceflight-induced synaptic modifications within hair cells of the mammalian utricle.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5454470/,"David R Sultemeier, Kristel R Choy, Felix E Schweizer, Larry F Hoffman",2017,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5454470/,Spaceflight-induced synaptic modifications within hair cells of the mammalian utricle
Effects of angular frequency during clinorotation on mesenchymal stem cell morphology and migration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515506/,"Carlos Luna, Alvin G Yew, Adam H Hsieh",2015,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515506/,Effects of angular frequency during clinorotation on mesenchymal stem cell morphology and migration
"The role of FGF-2 and BMP-2 in regulation of gene induction, cell proliferation and mineralization.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3044105/,"Millie Hughes-Fulford, Chai-Fei Li",2011,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3044105/,"The role of FGF-2 and BMP-2 in regulation of gene induction, cell proliferation and mineralization"
"Nutritional supplements, COX-2 and IGF-1 expression in men on active surveillance for prostate cancer.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3002170/,"June M Chan, Vivian Weinberg, Mark J Magbanua, Eduardo Sosa, Jeffry Simko, Katsuto Shinohara, Scot Federman, Mike Mattie, Millie Hughes-Fulford, Christopher Haqq, Peter R Carroll",2010,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3002170/,"Nutritional supplements, COX-2 and IGF-1 expression in men on active surveillance for prostate cancer"
To Infinity and Beyond! Human spaceflight and life science.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6188462/,Millie Hughes-Fulford,2011,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6188462/,To infinity … and beyond! Human spaceflight and life science
Hyperoxia inhibits T cell activation in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11470607/,"Ming-Yan Wang, Meng-Xu Yi, Xing-Yu Mo, Shan-Jie Wei, Yu Qiao, Zheng Zhang, Zhao-Liang Su, Hong-Yan Lu",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11470607/,Over-activation of iNKT cells aggravate lung injury in bronchopulmonary dysplasia mice
"Effects of gravitational mechanical unloading in endothelial cells: association between caveolins, inflammation and adhesion molecules",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3603133/,"S Marlene Grenon, Marion Jeanne, Jesus Aguado-Zuniga, Michael S Conte, Millie Hughes-Fulford",2013,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3603133/,"Effects of Gravitational Mechanical Unloading in Endothelial Cells: Association between Caveolins, Inflammation and Adhesion Molecules"
n-3 Polyunsaturated fatty acids supplementation in peripheral artery disease: the OMEGA-PAD trial,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6462350/,"Joel L Ramirez, Warren J Gasper, Sukaynah A Khetani, Greg J Zahner, Nancy K Hills, Pete T Mitchell, Brian E Sansbury, Michael S Conte, Matthew Spite, S Marlene Grenon",2019,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6462350/,Fish Oil Increases Specialized Pro-resolving Lipid Mediators in PAD (The OMEGA-PAD II Trial)
Molecular mechanisms underlying the enhanced functions of three-dimensional hepatocyte aggregates,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4012541/,"Tammy T Chang, Millie Hughes-Fulford",2013,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4012541/,Molecular mechanisms underlying the enhanced functions of three-dimensional hepatocyte aggregates
Spaceflight alters expression of microRNA during T-cell activation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4653058/,"Millie Hughes-Fulford, Tammy T Chang, Emily M Martinez, Chai-Fei Li",2015,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4653058/,Spaceflight alters expression of microRNA during T-cell activation
Spaceflight impairs antigen-specific tolerance induction in vivo and increases inflammatory cytokines.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6137544/,"Tammy T Chang, Sandra M Spurlock, Tara Lynne T Candelario, S Marlene Grenon, Millie Hughes-Fulford",2015,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6137544/,Spaceflight impairs antigen-specific tolerance induction in vivo and increases inflammatory cytokines
"From cellular mechanotransduction to biologically inspired engineering: 2009 Pritzker Award Lecture, BMES Annual Meeting October 10, 2009.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2913424/,Donald E Ingber,2010,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2913424/,"From Cellular Mechanotransduction to Biologically Inspired Engineering: 2009 Pritzker Award Lecture, BMES Annual Meeting October 10, 2009"
Crewmember microbiome may influence microbial composition of ISS habitable surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7190111/,"Aram Avila-Herrera, James Thissen, Camilla Urbaniak, Nicholas A Be, David J Smith, Fathi Karouia, Satish Mehta, Kasthuri Venkateswaran, Crystal Jaing",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7190111/,Crewmember microbiome may influence microbial composition of ISS habitable surfaces
Sierra Nevada sweep: Metagenomic measurements of bioaerosols vertically distributed across the troposphere.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7382458/,"Crystal Jaing, James Thissen, Michael Morrison, Michael B Dillon, Samantha M Waters, Garrett T Graham, Nicholas A Be, Patrick Nicoll, Sonali Verma, Tristan Caro, David J Smith",2020,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7382458/,Sierra Nevada sweep: metagenomic measurements of bioaerosols vertically distributed across the troposphere
Draft Genome Sequences of Fungi Isolated from the International Space Station during the Microbial Tracking-2 Experiment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8444978/,"Anna C Simpson, Camilla Urbaniak, John R Bateh, Nitin K Singh, Jason M Wood, Marilyne Debieu, Niamh B O’Hara, Jos Houbraken, Christopher E Mason, Kasthuri Venkateswaran",2021,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8444978/,Draft Genome Sequences of Fungi Isolated from the International Space Station during the Microbial Tracking-2 Experiment
"Microbial tracking-2, a metagenomics analysis of bacteria and fungi onboard the International Space Station.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/,"Camilla Urbaniak, Michael D Morrison, James B Thissen, Fathi Karouia, David J Smith, Satish Mehta, Crystal Jaing, Kasthuri Venkateswaran",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/,"Microbial Tracking-2, a metagenomics analysis of bacteria and fungi onboard the International Space Station"
Detection of Target Genes for Drug Repurposing to Treat Skeletal Muscle Atrophy in Mice Flown in Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8953707/,"Vidya Manian, Jairo Orozco-Sandoval, Victor Diaz-Martinez, Heeralal Janwa, Carlos Agrinsoni",2022,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8953707/,Detection of Target Genes for Drug Repurposing to Treat Skeletal Muscle Atrophy in Mice Flown in Spaceflight
Release of CD36-associated cell-free mitochondrial DNA and RNA as a hallmark of space environment response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166646/,"Nailil Husna, Tatsuya Aiba, Shin-Ichiro Fujita, Yoshika Saito, Dai Shiba, Takashi Kudo, Satoru Takahashi, Satoshi Furukawa, Masafumi Muratani",2024,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166646/,Release of CD36-associated cell-free mitochondrial DNA and RNA as a hallmark of space environment response
Increasing the number of unloading/reambulation cycles does not adversely impac body composition and lumbar bone mineral density but reduces tissue sensitivity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3747666/,"Shikha Gupta, Sarah L Manske, Stefan Judex",2012,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3747666/,Increasing the Number of Unloading/Reambulation Cycles does not Adversely Impact Body Composition and Lumbar Bone Mineral Density but Reduces Tissue Sensitivity
Bone shaft bending strength index is unaffected by exercise and unloading in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4337661/,"Ian J Wallace, Shikha Gupta, Jeyantt Sankaran, Brigitte Demes, Stefan Judex",2015,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4337661/,Bone shaft bending strength index is unaffected by exercise and unloading in mice
